condition	sample
Sncg_Slc17a8	Sncg_Slc17a8-2
Sncg_Slc17a8	Sncg_Slc17a8-3
L2_3_IT_ALM_Ptrf	L2_3_IT_ALM_Ptrf-1
L2_3_IT_ALM_Ptrf	L2_3_IT_ALM_Ptrf-2
L2_3_IT_ALM_Ptrf	L2_3_IT_ALM_Ptrf-3
Sst_Nr2f2_Necab1	Sst_Nr2f2_Necab1-1
Sst_Nr2f2_Necab1	Sst_Nr2f2_Necab1-2
Sst_Nr2f2_Necab1	Sst_Nr2f2_Necab1-3
Vip_Lmo1_Myl1	Vip_Lmo1_Myl1-1
Vip_Lmo1_Myl1	Vip_Lmo1_Myl1-2
Vip_Lmo1_Myl1	Vip_Lmo1_Myl1-3
L5_IT_VISp_Batf3	L5_IT_VISp_Batf3-1
L5_IT_VISp_Batf3	L5_IT_VISp_Batf3-2
L5_IT_VISp_Batf3	L5_IT_VISp_Batf3-3
L6b_VISp_Col8a1_Rxfp1	L6b_VISp_Col8a1_Rxfp1-1
L6b_VISp_Col8a1_Rxfp1	L6b_VISp_Col8a1_Rxfp1-2
L6b_VISp_Col8a1_Rxfp1	L6b_VISp_Col8a1_Rxfp1-3
Serpinf1_Aqp5_Vip	Serpinf1_Aqp5_Vip-1
Serpinf1_Aqp5_Vip	Serpinf1_Aqp5_Vip-2
Serpinf1_Aqp5_Vip	Serpinf1_Aqp5_Vip-3
L6b_ALM_Olfr111_Spon1	L6b_ALM_Olfr111_Spon1-1
L6b_ALM_Olfr111_Spon1	L6b_ALM_Olfr111_Spon1-2
L6b_ALM_Olfr111_Spon1	L6b_ALM_Olfr111_Spon1-3
L5_IT_ALM_Tmem163_Dmrtb1	L5_IT_ALM_Tmem163_Dmrtb1-1
L5_IT_ALM_Tmem163_Dmrtb1	L5_IT_ALM_Tmem163_Dmrtb1-2
L5_IT_ALM_Tmem163_Dmrtb1	L5_IT_ALM_Tmem163_Dmrtb1-3
L6_CT_VISp_Ctxn3_Sla	L6_CT_VISp_Ctxn3_Sla-1
L6_CT_VISp_Ctxn3_Sla	L6_CT_VISp_Ctxn3_Sla-2
L6_CT_VISp_Ctxn3_Sla	L6_CT_VISp_Ctxn3_Sla-3
L6_IT_VISp_Car3	L6_IT_VISp_Car3-1
L6_IT_VISp_Car3	L6_IT_VISp_Car3-2
L6_IT_VISp_Car3	L6_IT_VISp_Car3-3
L6b_Hsd17b2	L6b_Hsd17b2-1
L6b_Hsd17b2	L6b_Hsd17b2-2
L6b_Hsd17b2	L6b_Hsd17b2-3
Vip_Pygm_C1ql1	Vip_Pygm_C1ql1-1
Vip_Pygm_C1ql1	Vip_Pygm_C1ql1-2
Vip_Pygm_C1ql1	Vip_Pygm_C1ql1-3
Lamp5_Lhx6	Lamp5_Lhx6-1
Lamp5_Lhx6	Lamp5_Lhx6-2
Lamp5_Lhx6	Lamp5_Lhx6-3
Vip_Lmo1_Fam159b	Vip_Lmo1_Fam159b-1
Vip_Lmo1_Fam159b	Vip_Lmo1_Fam159b-2
Vip_Lmo1_Fam159b	Vip_Lmo1_Fam159b-3
Sst_Hpse_Cbln4	Sst_Hpse_Cbln4-1
Sst_Hpse_Cbln4	Sst_Hpse_Cbln4-2
Sst_Hpse_Cbln4	Sst_Hpse_Cbln4-3
L5_IT_ALM_Tmem163_Arhgap25	L5_IT_ALM_Tmem163_Arhgap25-1
L5_IT_ALM_Tmem163_Arhgap25	L5_IT_ALM_Tmem163_Arhgap25-2
L5_IT_ALM_Tmem163_Arhgap25	L5_IT_ALM_Tmem163_Arhgap25-3
Lamp5_Plch2_Dock5	Lamp5_Plch2_Dock5-1
Lamp5_Plch2_Dock5	Lamp5_Plch2_Dock5-2
Lamp5_Plch2_Dock5	Lamp5_Plch2_Dock5-3
L5_PT_ALM_Npsr1	L5_PT_ALM_Npsr1-1
L5_PT_ALM_Npsr1	L5_PT_ALM_Npsr1-2
L5_PT_ALM_Npsr1	L5_PT_ALM_Npsr1-3
Pvalb_Akr1c18_Ntf3	Pvalb_Akr1c18_Ntf3-1
Pvalb_Akr1c18_Ntf3	Pvalb_Akr1c18_Ntf3-2
Pvalb_Akr1c18_Ntf3	Pvalb_Akr1c18_Ntf3-3
L6b_ALM_Olfr111_Nxph1	L6b_ALM_Olfr111_Nxph1-1
L6b_ALM_Olfr111_Nxph1	L6b_ALM_Olfr111_Nxph1-2
L6b_ALM_Olfr111_Nxph1	L6b_ALM_Olfr111_Nxph1-3
L6_CT_ALM_Cpa6	L6_CT_ALM_Cpa6-1
L6_CT_ALM_Cpa6	L6_CT_ALM_Cpa6-2
L6_CT_ALM_Cpa6	L6_CT_ALM_Cpa6-3
L2_3_IT_ALM_Sla	L2_3_IT_ALM_Sla-1
L2_3_IT_ALM_Sla	L2_3_IT_ALM_Sla-2
L2_3_IT_ALM_Sla	L2_3_IT_ALM_Sla-3
L5_PT_VISp_C1ql2_Cdh13	L5_PT_VISp_C1ql2_Cdh13-1
L5_PT_VISp_C1ql2_Cdh13	L5_PT_VISp_C1ql2_Cdh13-2
L5_PT_VISp_C1ql2_Cdh13	L5_PT_VISp_C1ql2_Cdh13-3
Sst_Crhr2_Efemp1	Sst_Crhr2_Efemp1-1
Sst_Crhr2_Efemp1	Sst_Crhr2_Efemp1-2
Sst_Crhr2_Efemp1	Sst_Crhr2_Efemp1-3
Lamp5_Fam19a1_Tmem182	Lamp5_Fam19a1_Tmem182-1
Lamp5_Fam19a1_Tmem182	Lamp5_Fam19a1_Tmem182-2
Lamp5_Fam19a1_Tmem182	Lamp5_Fam19a1_Tmem182-3
Sst_Hpse_Sema3c	Sst_Hpse_Sema3c-1
Sst_Hpse_Sema3c	Sst_Hpse_Sema3c-2
Sst_Hpse_Sema3c	Sst_Hpse_Sema3c-3
Vip_Ptprt_Pkp2	Vip_Ptprt_Pkp2-1
Vip_Ptprt_Pkp2	Vip_Ptprt_Pkp2-2
Vip_Ptprt_Pkp2	Vip_Ptprt_Pkp2-3
Sst_Tac1_Htr1d	Sst_Tac1_Htr1d-1
Sst_Tac1_Htr1d	Sst_Tac1_Htr1d-2
Sst_Tac1_Htr1d	Sst_Tac1_Htr1d-3
Meis2_Adamts19	Meis2_Adamts19-1
Meis2_Adamts19	Meis2_Adamts19-2
Meis2_Adamts19	Meis2_Adamts19-3
Vip_Crispld2_Kcne4	Vip_Crispld2_Kcne4-1
Vip_Crispld2_Kcne4	Vip_Crispld2_Kcne4-2
Vip_Crispld2_Kcne4	Vip_Crispld2_Kcne4-3
L6_IT_VISp_Penk_Fst	L6_IT_VISp_Penk_Fst-1
L6_IT_VISp_Penk_Fst	L6_IT_VISp_Penk_Fst-2
L6_IT_VISp_Penk_Fst	L6_IT_VISp_Penk_Fst-3
L5_PT_VISp_Krt80	L5_PT_VISp_Krt80-1
L5_PT_VISp_Krt80	L5_PT_VISp_Krt80-2
L5_PT_VISp_Krt80	L5_PT_VISp_Krt80-3
Lamp5_Fam19a1_Pax6	Lamp5_Fam19a1_Pax6-1
Lamp5_Fam19a1_Pax6	Lamp5_Fam19a1_Pax6-2
Lamp5_Fam19a1_Pax6	Lamp5_Fam19a1_Pax6-3
L6_IT_ALM_Oprk1	L6_IT_ALM_Oprk1-1
L6_IT_ALM_Oprk1	L6_IT_ALM_Oprk1-2
L6_IT_ALM_Oprk1	L6_IT_ALM_Oprk1-3
L5_IT_ALM_Tnc	L5_IT_ALM_Tnc-1
L5_IT_ALM_Tnc	L5_IT_ALM_Tnc-2
L5_IT_ALM_Tnc	L5_IT_ALM_Tnc-3
Vip_Crispld2_Htr2c	Vip_Crispld2_Htr2c-1
Vip_Crispld2_Htr2c	Vip_Crispld2_Htr2c-2
Vip_Crispld2_Htr2c	Vip_Crispld2_Htr2c-3
L5_NP_ALM_Trhr_Nefl	L5_NP_ALM_Trhr_Nefl-1
L5_NP_ALM_Trhr_Nefl	L5_NP_ALM_Trhr_Nefl-2
L5_NP_ALM_Trhr_Nefl	L5_NP_ALM_Trhr_Nefl-3
Sst_Calb2_Pdlim5	Sst_Calb2_Pdlim5-1
Sst_Calb2_Pdlim5	Sst_Calb2_Pdlim5-2
Sst_Calb2_Pdlim5	Sst_Calb2_Pdlim5-3
L5_PT_VISp_Lgr5	L5_PT_VISp_Lgr5-1
L5_PT_VISp_Lgr5	L5_PT_VISp_Lgr5-2
L5_PT_VISp_Lgr5	L5_PT_VISp_Lgr5-3
Sst_Tac2_Myh4	Sst_Tac2_Myh4-1
Sst_Tac2_Myh4	Sst_Tac2_Myh4-2
Sst_Tac2_Myh4	Sst_Tac2_Myh4-3
L5_IT_VISp_Whrn_Tox2	L5_IT_VISp_Whrn_Tox2-1
L5_IT_VISp_Whrn_Tox2	L5_IT_VISp_Whrn_Tox2-2
L5_IT_VISp_Whrn_Tox2	L5_IT_VISp_Whrn_Tox2-3
L6_IT_ALM_Tgfb1	L6_IT_ALM_Tgfb1-1
L6_IT_ALM_Tgfb1	L6_IT_ALM_Tgfb1-2
L6_IT_ALM_Tgfb1	L6_IT_ALM_Tgfb1-3
L5_IT_ALM_Cpa6_Gpr88	L5_IT_ALM_Cpa6_Gpr88-1
L5_IT_ALM_Cpa6_Gpr88	L5_IT_ALM_Cpa6_Gpr88-2
L5_IT_ALM_Cpa6_Gpr88	L5_IT_ALM_Cpa6_Gpr88-3
Vip_Chat_Htr1f	Vip_Chat_Htr1f-1
Vip_Chat_Htr1f	Vip_Chat_Htr1f-2
Vip_Chat_Htr1f	Vip_Chat_Htr1f-3
Vip_Col15a1_Pde1a	Vip_Col15a1_Pde1a-1
Vip_Col15a1_Pde1a	Vip_Col15a1_Pde1a-2
Vip_Col15a1_Pde1a	Vip_Col15a1_Pde1a-3
Pvalb_Gabrg1	Pvalb_Gabrg1-1
Pvalb_Gabrg1	Pvalb_Gabrg1-2
Pvalb_Gabrg1	Pvalb_Gabrg1-3
L2_3_IT_ALM_Macc1_Lrg1	L2_3_IT_ALM_Macc1_Lrg1-1
L2_3_IT_ALM_Macc1_Lrg1	L2_3_IT_ALM_Macc1_Lrg1-2
L2_3_IT_ALM_Macc1_Lrg1	L2_3_IT_ALM_Macc1_Lrg1-3
L5_NP_VISp_Trhr_Cpne7	L5_NP_VISp_Trhr_Cpne7-1
L5_NP_VISp_Trhr_Cpne7	L5_NP_VISp_Trhr_Cpne7-2
L5_NP_VISp_Trhr_Cpne7	L5_NP_VISp_Trhr_Cpne7-3
Sst_Chrna2_Glra3	Sst_Chrna2_Glra3-1
Sst_Chrna2_Glra3	Sst_Chrna2_Glra3-2
Sst_Chrna2_Glra3	Sst_Chrna2_Glra3-3
L5_PT_ALM_Hpgd	L5_PT_ALM_Hpgd-1
L5_PT_ALM_Hpgd	L5_PT_ALM_Hpgd-2
L5_PT_ALM_Hpgd	L5_PT_ALM_Hpgd-3
Pvalb_Calb1_Sst	Pvalb_Calb1_Sst-1
Pvalb_Calb1_Sst	Pvalb_Calb1_Sst-2
Pvalb_Calb1_Sst	Pvalb_Calb1_Sst-3
Sst_Myh8_Fibin	Sst_Myh8_Fibin-1
Sst_Myh8_Fibin	Sst_Myh8_Fibin-2
Sst_Myh8_Fibin	Sst_Myh8_Fibin-3
Sncg_Gpr50	Sncg_Gpr50-1
Sncg_Gpr50	Sncg_Gpr50-2
Sncg_Gpr50	Sncg_Gpr50-3
Pvalb_Gpr149_Islr	Pvalb_Gpr149_Islr-1
Pvalb_Gpr149_Islr	Pvalb_Gpr149_Islr-2
Pvalb_Gpr149_Islr	Pvalb_Gpr149_Islr-3
L6_CT_VISp_Gpr139	L6_CT_VISp_Gpr139-1
L6_CT_VISp_Gpr139	L6_CT_VISp_Gpr139-2
L6_CT_VISp_Gpr139	L6_CT_VISp_Gpr139-3
L5_IT_ALM_Pld5	L5_IT_ALM_Pld5-1
L5_IT_ALM_Pld5	L5_IT_ALM_Pld5-2
L5_IT_ALM_Pld5	L5_IT_ALM_Pld5-3
Sst_Chodl	Sst_Chodl-1
Sst_Chodl	Sst_Chodl-2
Sst_Chodl	Sst_Chodl-3
L6b_VISp_Crh	L6b_VISp_Crh-1
L6b_VISp_Crh	L6b_VISp_Crh-2
L6b_VISp_Crh	L6b_VISp_Crh-3
L6_IT_VISp_Col23a1_Adamts2	L6_IT_VISp_Col23a1_Adamts2-1
L6_IT_VISp_Col23a1_Adamts2	L6_IT_VISp_Col23a1_Adamts2-2
L6_IT_VISp_Col23a1_Adamts2	L6_IT_VISp_Col23a1_Adamts2-3
L5_NP_VISp_Trhr_Met	L5_NP_VISp_Trhr_Met-1
L5_NP_VISp_Trhr_Met	L5_NP_VISp_Trhr_Met-2
L5_NP_VISp_Trhr_Met	L5_NP_VISp_Trhr_Met-3
Lamp5_Lsp1	Lamp5_Lsp1-1
Lamp5_Lsp1	Lamp5_Lsp1-2
Lamp5_Lsp1	Lamp5_Lsp1-3
Sst_Rxfp1_Eya1	Sst_Rxfp1_Eya1-1
Sst_Rxfp1_Eya1	Sst_Rxfp1_Eya1-2
Sst_Rxfp1_Eya1	Sst_Rxfp1_Eya1-3
L5_IT_VISp_Col27a1	L5_IT_VISp_Col27a1-1
L5_IT_VISp_Col27a1	L5_IT_VISp_Col27a1-2
L5_IT_VISp_Col27a1	L5_IT_VISp_Col27a1-3
Vip_Rspo4_Rxfp1_Chat	Vip_Rspo4_Rxfp1_Chat-1
Vip_Rspo4_Rxfp1_Chat	Vip_Rspo4_Rxfp1_Chat-2
Vip_Rspo4_Rxfp1_Chat	Vip_Rspo4_Rxfp1_Chat-3
CR_Lhx5	CR_Lhx5-1
CR_Lhx5	CR_Lhx5-2
CR_Lhx5	CR_Lhx5-3
L5_IT_ALM_Npw	L5_IT_ALM_Npw-1
L5_IT_ALM_Npw	L5_IT_ALM_Npw-2
L5_IT_ALM_Npw	L5_IT_ALM_Npw-3
L2_3_IT_VISp_Rrad	L2_3_IT_VISp_Rrad-1
L2_3_IT_VISp_Rrad	L2_3_IT_VISp_Rrad-2
L2_3_IT_VISp_Rrad	L2_3_IT_VISp_Rrad-3
L6b_P2ry12	L6b_P2ry12-1
L6b_P2ry12	L6b_P2ry12-2
L6b_P2ry12	L6b_P2ry12-3
L6b_VISp_Col8a1_Rprm	L6b_VISp_Col8a1_Rprm-1
L6b_VISp_Col8a1_Rprm	L6b_VISp_Col8a1_Rprm-2
L6b_VISp_Col8a1_Rprm	L6b_VISp_Col8a1_Rprm-3
L5_IT_ALM_Gkn1_Pcdh19	L5_IT_ALM_Gkn1_Pcdh19-1
L5_IT_ALM_Gkn1_Pcdh19	L5_IT_ALM_Gkn1_Pcdh19-2
L5_IT_ALM_Gkn1_Pcdh19	L5_IT_ALM_Gkn1_Pcdh19-3
Sst_Myh8_Etv1	Sst_Myh8_Etv1-1
Sst_Myh8_Etv1	Sst_Myh8_Etv1-2
Sst_Myh8_Etv1	Sst_Myh8_Etv1-3
Vip_Igfbp6_Pltp	Vip_Igfbp6_Pltp-1
Vip_Igfbp6_Pltp	Vip_Igfbp6_Pltp-2
Vip_Igfbp6_Pltp	Vip_Igfbp6_Pltp-3
L6_CT_VISp_Krt80_Sla	L6_CT_VISp_Krt80_Sla-1
L6_CT_VISp_Krt80_Sla	L6_CT_VISp_Krt80_Sla-2
L6_CT_VISp_Krt80_Sla	L6_CT_VISp_Krt80_Sla-3
Sst_Crh_4930553C11Rik	Sst_Crh_4930553C11Rik-1
Sst_Crh_4930553C11Rik	Sst_Crh_4930553C11Rik-2
Sst_Crh_4930553C11Rik	Sst_Crh_4930553C11Rik-3
L5_IT_ALM_Lypd1_Gpr88	L5_IT_ALM_Lypd1_Gpr88-1
L5_IT_ALM_Lypd1_Gpr88	L5_IT_ALM_Lypd1_Gpr88-2
L5_IT_ALM_Lypd1_Gpr88	L5_IT_ALM_Lypd1_Gpr88-3
Sst_Tac2_Tacstd2	Sst_Tac2_Tacstd2-1
Sst_Tac2_Tacstd2	Sst_Tac2_Tacstd2-2
Sst_Tac2_Tacstd2	Sst_Tac2_Tacstd2-3
L6_CT_VISp_Nxph2_Wls	L6_CT_VISp_Nxph2_Wls-1
L6_CT_VISp_Nxph2_Wls	L6_CT_VISp_Nxph2_Wls-2
L6_CT_VISp_Nxph2_Wls	L6_CT_VISp_Nxph2_Wls-3
Serpinf1_Clrn1	Serpinf1_Clrn1-1
Serpinf1_Clrn1	Serpinf1_Clrn1-2
Serpinf1_Clrn1	Serpinf1_Clrn1-3
Pvalb_Th_Sst	Pvalb_Th_Sst-1
Pvalb_Th_Sst	Pvalb_Th_Sst-2
Pvalb_Th_Sst	Pvalb_Th_Sst-3
Vip_Arhgap36_Hmcn1	Vip_Arhgap36_Hmcn1-1
Vip_Arhgap36_Hmcn1	Vip_Arhgap36_Hmcn1-2
Vip_Arhgap36_Hmcn1	Vip_Arhgap36_Hmcn1-3
Sst_Tac1_Tacr3	Sst_Tac1_Tacr3-1
Sst_Tac1_Tacr3	Sst_Tac1_Tacr3-2
Sst_Tac1_Tacr3	Sst_Tac1_Tacr3-3
L6_CT_ALM_Nxph2_Sla	L6_CT_ALM_Nxph2_Sla-1
L6_CT_ALM_Nxph2_Sla	L6_CT_ALM_Nxph2_Sla-2
L6_CT_ALM_Nxph2_Sla	L6_CT_ALM_Nxph2_Sla-3
L5_IT_VISp_Hsd11b1_Endou	L5_IT_VISp_Hsd11b1_Endou-1
L5_IT_VISp_Hsd11b1_Endou	L5_IT_VISp_Hsd11b1_Endou-2
L5_IT_VISp_Hsd11b1_Endou	L5_IT_VISp_Hsd11b1_Endou-3
L5_IT_VISp_Col6a1_Fezf2	L5_IT_VISp_Col6a1_Fezf2-1
L5_IT_VISp_Col6a1_Fezf2	L5_IT_VISp_Col6a1_Fezf2-2
L5_IT_VISp_Col6a1_Fezf2	L5_IT_VISp_Col6a1_Fezf2-3
L5_IT_ALM_Cbln4_Fezf2	L5_IT_ALM_Cbln4_Fezf2-1
L5_IT_ALM_Cbln4_Fezf2	L5_IT_ALM_Cbln4_Fezf2-2
L5_IT_ALM_Cbln4_Fezf2	L5_IT_ALM_Cbln4_Fezf2-3
Sncg_Vip_Itih5	Sncg_Vip_Itih5-1
Sncg_Vip_Itih5	Sncg_Vip_Itih5-2
Sncg_Vip_Itih5	Sncg_Vip_Itih5-3
Lamp5_Krt73	Lamp5_Krt73-1
Lamp5_Krt73	Lamp5_Krt73-2
Lamp5_Krt73	Lamp5_Krt73-3
Sncg_Vip_Nptx2	Sncg_Vip_Nptx2-1
Sncg_Vip_Nptx2	Sncg_Vip_Nptx2-2
Sncg_Vip_Nptx2	Sncg_Vip_Nptx2-3
L6_IT_VISp_Penk_Col27a1	L6_IT_VISp_Penk_Col27a1-1
L6_IT_VISp_Penk_Col27a1	L6_IT_VISp_Penk_Col27a1-2
L6_IT_VISp_Penk_Col27a1	L6_IT_VISp_Penk_Col27a1-3
L6_CT_VISp_Ctxn3_Brinp3	L6_CT_VISp_Ctxn3_Brinp3-1
L6_CT_VISp_Ctxn3_Brinp3	L6_CT_VISp_Ctxn3_Brinp3-2
L6_CT_VISp_Ctxn3_Brinp3	L6_CT_VISp_Ctxn3_Brinp3-3
L5_PT_VISp_Chrna6	L5_PT_VISp_Chrna6-1
L5_PT_VISp_Chrna6	L5_PT_VISp_Chrna6-2
L5_PT_VISp_Chrna6	L5_PT_VISp_Chrna6-3
L5_PT_ALM_Slco2a1	L5_PT_ALM_Slco2a1-1
L5_PT_ALM_Slco2a1	L5_PT_ALM_Slco2a1-2
L5_PT_ALM_Slco2a1	L5_PT_ALM_Slco2a1-3
Sst_Rxfp1_Prdm8	Sst_Rxfp1_Prdm8-1
Sst_Rxfp1_Prdm8	Sst_Rxfp1_Prdm8-2
Sst_Rxfp1_Prdm8	Sst_Rxfp1_Prdm8-3
Vip_Igfbp6_Car10	Vip_Igfbp6_Car10-1
Vip_Igfbp6_Car10	Vip_Igfbp6_Car10-2
Vip_Igfbp6_Car10	Vip_Igfbp6_Car10-3
Pvalb_Reln_Tac1	Pvalb_Reln_Tac1-1
Pvalb_Reln_Tac1	Pvalb_Reln_Tac1-2
Pvalb_Reln_Tac1	Pvalb_Reln_Tac1-3
L6b_VISp_Mup5	L6b_VISp_Mup5-1
L6b_VISp_Mup5	L6b_VISp_Mup5-2
L6b_VISp_Mup5	L6b_VISp_Mup5-3
L2_3_IT_VISp_Adamts2	L2_3_IT_VISp_Adamts2-1
L2_3_IT_VISp_Adamts2	L2_3_IT_VISp_Adamts2-2
L2_3_IT_VISp_Adamts2	L2_3_IT_VISp_Adamts2-3
L6_IT_VISp_Col18a1	L6_IT_VISp_Col18a1-1
L6_IT_VISp_Col18a1	L6_IT_VISp_Col18a1-2
L6_IT_VISp_Col18a1	L6_IT_VISp_Col18a1-3
