ME	condition	PSIs_condition	PSIs_background	Conditions_background	condition_mean	condition_std	background_mean	background_std	SSMD
chr17_-_78696006_78696009	Exc_L5-6	[0.75, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.7777777777777778, 1.0, 1.0, 0.7, 0.8918918918918919, 1.0, 1.0, 0.916083916083916, 0.9122807017543859, 0.95, 1.0, 0.782608695652174, 1.0, 1.0, 0.9444444444444444]	[0.8757593968531469, 0.30411255411255406, 0.020843948510651585, 0.015151515151515152, 0.0, 0.7129737579242224, 0.514726507713885, 0.09602130325814537, 0.062307444288607544, 0.4937895179869772, 0.028985507246376812, 0.08333333333333333, 0.9191366024261516, 0.7598746032887296, 0.08442982456140351, 0.6558441558441558, 0.8385620915032679, 0.7894736842105263, 0.225, 1.0, 0.757469654528478, 0.7355889724310777, 0.8730582524271844, 0.9529914529914529, 0.4388888888888889, 0.8878048780487805, 0.34907120743034054, 0.7684210526315789]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Fibroblast_line_1', 'Fibroblast_line_2', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'liver', 'ovary']	0.9011403376183904	0.17915723666088537	0.5087007181282653	0.34678792095374267	1.005399201820695
chr11_-_70501922_70501931	Exc_L5-6	[1.0, 1.0, 1.0]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037037037037037035, 0.6, 0.0, 0.0, 0.0]	['iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'thyroid', 'adipose']	1.0	0.0	0.057912457912457915	0.17175017838191042	5.485220166657873
chr4_-_86435278_86435303	Exc_L5-6	[1.0, 1.0, 0.3333333333333333, 0.375]	[0.013117283950617283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.0, 0.05555555555555555, 0.0, 0.0, 0.0]	['Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'H9_ESCs', 'embryonic_stem_cells', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'breast', 'colon', 'prostate', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'ovary']	0.6770833333333334	0.3232525135246438	0.005358367626886146	0.013970743168715192	2.0760812533338058
chr18_-_37298997_37299000	Exc_L5-6	[0.3103448275862069, 0.25517241379310346, 0.1694915254237288, 0.42857142857142855, 0.3103448275862069, 0.2, 0.4166666666666667, 0.2608695652173913, 0.4090909090909091, 0.6666666666666666, 0.3870967741935484, 0.31343283582089554, 0.4942528735632184, 0.1875, 0.16666666666666666, 0.30935251798561153, 0.35135135135135137, 0.31, 0.4166666666666667, 0.2, 0.3333333333333333, 0.5, 0.5, 0.2, 1.0, 0.3076923076923077]	[0.09183673469387756, 0.15873015873015872]	['iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line']	0.3617140060721503	0.17450924913158786	0.12528344671201813	0.03344671201814058	1.3306120687612082
chr20_+_2975214_2975241	Exc_L5-6	[0.8857142857142857, 0.65, 0.7857142857142857, 0.9285714285714286, 1.0, 1.0, 0.8947368421052632, 0.9230769230769231, 0.9354838709677419, 0.18181818181818182, 0.75, 0.4375, 0.3333333333333333, 0.6078431372549019, 0.6568047337278107, 0.6767676767676768, 0.5294117647058824, 1.0, 0.8888888888888888, 0.8651685393258427, 0.72, 0.569620253164557, 0.68, 0.5909090909090909, 0.6097560975609756, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.6190476190476191]	[0.042297435664035585, 0.019290881552976268, 0.07952045165616217, 0.13186551514796727, 0.14285714285714285, 0.014492753623188406, 0.08236350783577212, 0.14165595290169444, 0.06865211836486886, 0.08615567439096851, 0.020833333333333332, 0.1447572087320133, 0.17679389041859328, 0.31160955964877535, 0.07453996983408748, 0.04081632653061224, 0.2475633528265107, 0.12012670565302144, 0.11654135338345864, 0.09195402298850575, 0.023255813953488372, 0.11063829787234043, 0.20526315789473684, 0.08537581699346405, 0.022222222222222223, 0.0, 0.07576250949744925]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Fibroblast_line_1', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'liver', 'ovary']	0.7436612995480008	0.2248144331760203	0.099155739843607	0.0728208426187978	2.72732463940773
chr9_-_137455628_137455634	Exc_L5-6	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0.11231594770042717, 0.013706310110250997, 0.004012799739263684, 0.012291483757682178, 0.015625, 0.0, 0.0, 0.11883603627555239, 0.1284232693648926, 0.005666252441890596, 0.0, 0.008928571428571428, 0.004683042650069562, 0.02140737650222353, 0.08364292785602832, 0.22192809628657584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012195121951219513, 0.0, 0.0]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Fibroblast_line_1', 'Fibroblast_line_2', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'ovary']	1.0	0.0	0.028283786520912884	0.05416651676570409	17.93942589445471
chr9_-_109085996_109086020	Exc_L5-6	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0.11058692140504175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009615384615384616, 0.02802186757410638, 0.0, 0.0, 0.0, 0.0, 0.003472222222222222, 0.08045977011494253, 0.04253393665158371, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026973565905412697, 0.0, 0.0, 0.0, 0.0, 0.0]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Fibroblast_line_1', 'Fibroblast_line_2', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'liver', 'ovary']	1.0	0.0	0.00990669497049366	0.025816244440675228	38.35156222295245
chr6_+_75640686_75640704	Exc_L5-6	[1.0, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2571428571428571, 1.0, 1.0, 1.0, 0.6097560975609756, 1.0, 0.7727272727272727, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0.5379174198948834, 0.45874696926218217, 0.6899760975687225, 0.7107504686199957, 0.7666666666666667, 0.4909090909090909, 1.0, 0.46387337002869383, 0.5505360421975795, 0.5798803015723453, 0.6863201701172819, 0.7540065879724325, 0.5913848757837115, 0.4735923405978912, 0.7207850620144474, 0.5652173913043478, 0.8542199488491049, 0.9117647058823529, 0.8452380952380952, 0.7520661157024793, 0.11933797909407665, 0.7142857142857143, 0.7916666666666666, 0.22580645161290322, 0.22152690863579474, 0.9111111111111111, 1.0, 0.8349358974358975]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Fibroblast_line_1', 'Fibroblast_line_2', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'liver', 'ovary']	0.9427457319803829	0.1608936729279671	0.6508043731794453	0.221774599472556	1.0655166892428063
chr17_+_54906778_54906786	Exc_L5-6	[0.7222222222222222, 0.6875, 0.030303030303030304, 1.0, 1.0, 0.6363636363636364, 1.0, 1.0, 1.0, 0.8, 1.0, 0.9487179487179487, 1.0, 0.5340909090909091, 0.6545454545454545, 0.5555555555555556, 0.2692307692307692, 0.7083333333333334, 0.42105263157894735, 1.0]	[0.0, 0.1874747474747475, 0.0003168567807351077, 0.0, 0.0, 0.003663003663003663, 0.0038843721770551037, 0.0643941674386978, 0.0, 0.0, 0.0011299435028248588, 0.0, 0.012345679012345678, 0.0, 0.75, 0.5431034482758621, 0.0, 0.10659423004870738, 0.0, 0.06, 0.0, 0.0, 0.0]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'breast', 'colon', 'prostate', 'lung', 'kidney', 'thyroid', 'testes', 'adipose', 'liver', 'ovary']	0.7483957745470904	0.2749646015347684	0.07534375862495561	0.18431255222625578	2.033244573440296
chr11_+_68609610_68609628	Exc_L5-6	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0.10242822823149583, 0.0, 0.000111000111000111, 0.0, 0.0, 0.0438784741490936, 0.04652353585112206, 0.0, 0.0, 0.0, 0.0, 0.004935897435897436, 0.07670011783935834, 0.09090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'liver', 'ovary']	1.0	0.0	0.01405716709719455	0.030137725843609135	32.71457302448983
chr18_+_34825266_34825275	Exc_L5-6	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0.18880823368967747, 0.0, 0.0015628311082856539, 0.005555555555555556, 0.0, 0.0, 0.0, 0.09610389610389611, 0.141447439976072, 0.0, 0.0, 0.0, 0.0, 0.012704789059940024, 0.08571428571428572, 0.20873015873015877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'Fibroblast_line_1', 'Fibroblast_line_2', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'Induced_pluripotent_stem_cells_cell_line', 'breast', 'colon', 'prostate', 'lung', 'thyroid', 'lymph_node', 'testes', 'adipose', 'ovary']	1.0	0.0	0.029625087597514855	0.06133862636050045	15.81996484074131
chr10_+_78037964_78037993	Exc_L5-6	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8461538461538461, 1.0, 1.0, 1.0]	[0.013333333333333332, 0.0014271777244537678, 0.019081328332382172, 0.000170590242238144, 0.0015604369223382547, 0.014814814814814814, 0.000655531068090563, 0.000587731908754014, 0.001536853926548661, 0.028910529519172244, 0.0, 0.0, 0.0016741125285432749, 0.02054794520547945, 0.5560833028863719, 0.6150627615062761, 0.0, 0.0, 0.00267379679144385, 0.5829787234042553, 0.018867924528301886, 0.0088339222614841, 0.0, 0.0, 0.00546448087431694]	['Fibroblast', 'Fetal_Lung_Fibroblast', 'iPSC', 'Induced_pluripotent_stem_cells', 'human_embryonic_stem_cells', 'H9_ESCs', 'embryonic_stem_cells', 'Human_pluripotent_stem_cell_line', 'H9_ES_cells', 'Human_ESC', 'human-induced_pluripotent_stem_cell_HiPSC', 'Astrocyte', 'iPS_Cell', 'breast', 'colon', 'prostate', 'white_blood_cells', 'lung', 'kidney', 'thyroid', 'lymph_node', 'testes', 'adipose', 'liver', 'ovary']	0.9946949602122016	0.028071631947634918	0.07577061191114395	0.18829405397369905	4.826915353167775
